,Bullet Bank,,,,,,,,,,,,,
Employer,ID,Job Title,Period,Category,Imp.,"Anchor
(Always Include)",Core Skill Tags,Source CV Family,Base Bullet,Variation 1,Variation 2,Variation 3,Verb Risk,JD Keyword Notes
